country|year|pib|life_expect|murderers|population
Lithuania|1955|7240|66.4||2630000
Lithuania|1956|7760|67.0||2650000
Lithuania|1957|7740|67.6||2680000
Lithuania|1958|8130|68.2||2700000
Lithuania|1959|7860|67.7||2740000
Lithuania|1960|8410|70.3||2770000
Lithuania|1961|8730|70.5||2810000
Lithuania|1962|8810|69.4||2850000
Lithuania|1963|8480|70.6||2890000
Lithuania|1964|9430|72.0||2930000
Lithuania|1965|9840|71.7||2970000
Lithuania|1966|10200|71.9||3000000
Lithuania|1967|10500|71.9||3040000
Lithuania|1968|11000|71.6||3070000
Lithuania|1969|11100|71.2||3100000
Lithuania|1970|11800|71.1||3140000
Lithuania|1971|12000|71.8||3170000
Lithuania|1972|11900|71.4||3200000
Lithuania|1973|12800|71.5||3240000
Lithuania|1974|12900|71.1||3270000
Lithuania|1975|13000|71.1||3300000
Lithuania|1976|13200|71.2||3330000
Lithuania|1977|13300|70.9||3350000
Lithuania|1978|13500|70.7||3380000
Lithuania|1979|13600|70.7||3410000
Lithuania|1980|13800|70.7||3430000
Lithuania|1981|14400|70.5||3460000
Lithuania|1982|14900|70.7||3480000
Lithuania|1983|15000|70.8||3510000
Lithuania|1984|15200|70.5||3530000
Lithuania|1985|14700|70.7||3560000
Lithuania|1986|15200|72.3||3590000
Lithuania|1987|15400|72.0||3630000
Lithuania|1988|16600|72.1||3660000
Lithuania|1989|16500|71.5||3680000
Lithuania|1990|15600|71.4|297.0|3700000
Lithuania|1991|14600|70.6|336.0|3700000
Lithuania|1992|11500|70.5|365.0|3690000
Lithuania|1993|9720|69.2|420.0|3670000
Lithuania|1994|8830|68.7|449.0|3650000
Lithuania|1995|9360|69.2|447.0|3630000
Lithuania|1996|9910|70.4|406.0|3600000
Lithuania|1997|10800|71.4|376.0|3580000
Lithuania|1998|11700|71.7|361.0|3560000
Lithuania|1999|11700|72.2|346.0|3530000
Lithuania|2000|12200|72.3|345.0|3500000
Lithuania|2001|13100|71.8|353.0|3470000
Lithuania|2002|14100|72.2|337.0|3440000
Lithuania|2003|15700|72.2|343.0|3410000
Lithuania|2004|16900|72.1|344.0|3380000
Lithuania|2005|18500|71.4|358.0|3340000
Lithuania|2006|20200|71.0|354.0|3300000
Lithuania|2007|22700|70.7|354.0|3260000
Lithuania|2008|23600|71.6|328.0|3210000
Lithuania|2009|20300|73.1|285.0|3170000
Lithuania|2010|21100|73.3|269.0|3120000
Lithuania|2011|22900|73.7|249.0|3080000
Lithuania|2012|24000|74.0|234.0|3050000
Lithuania|2013|25100|74.0|227.0|3010000
Lithuania|2014|26300|74.6|211.0|2970000
Lithuania|2015|27000|74.7|207.0|2930000
Lithuania|2016|28000|74.9|207.0|2890000
Lithuania|2017|29600|75.0||2850000
Lithuania|2018|31100|75.3||2800000
Lithuania|2019|32400|75.4||2760000
Lithuania|2020|33500|75.6||2720000
Lithuania|2021|34600|75.8||2690000
Lithuania|2022|35700|75.9||2660000
Lithuania|2023|36800|76.0||2640000
Lithuania|2024|38000|76.2||2610000
Lithuania|2025|39100|76.3||2590000
Lithuania|2026|40300|76.5||2570000
Lithuania|2027|41400|76.6||2550000
Lithuania|2028|42400|76.8||2530000
Lithuania|2029|43500|76.9||2510000
Lithuania|2030|44500|77.1||2480000
Lithuania|2031|45400|77.3||2460000
Lithuania|2032|46400|77.4||2440000
Lithuania|2033|47300|77.6||2420000
Lithuania|2034|48300|77.7||2400000
Lithuania|2035|49300|77.9||2380000
Lithuania|2036|50300|78.0||2360000
Lithuania|2037|51300|78.2||2340000
Lithuania|2038|52400|78.3||2320000
Lithuania|2039|53400|78.5||2300000
Lithuania|2040|54500|78.6||2280000
Lithuania|2041||78.8||2270000
Lithuania|2042||79.0||2250000
Lithuania|2043||79.1||2230000
Lithuania|2044||79.3||2210000
Lithuania|2045||79.4||2200000
Lithuania|2046||79.5||2180000
Lithuania|2047||79.7||2170000
Lithuania|2048||79.8||2150000
Lithuania|2049||80.0||2140000
Lithuania|2050||80.1||2120000
Lithuania|2051||80.3||2110000
Lithuania|2052||80.4||2090000
Lithuania|2053||80.5||2080000
Lithuania|2054||80.7||2060000
Lithuania|2055||80.8||2050000
Lithuania|2056||80.9||2030000
Lithuania|2057||81.0||2020000
Lithuania|2058||81.2||2000000
Lithuania|2059||81.3||1980000
Lithuania|2060||81.4||1970000
Lithuania|2061||81.5||1950000
Lithuania|2062||81.7||1940000
Lithuania|2063||81.8||1920000
Lithuania|2064||81.9||1910000
Lithuania|2065||82.0||1890000
Lithuania|2066||82.1||1880000
Lithuania|2067||82.2||1860000
Lithuania|2068||82.3||1850000
Lithuania|2069||82.5||1830000
Lithuania|2070||82.6||1820000
Lithuania|2071||82.7||1810000
Lithuania|2072||82.8||1790000
Lithuania|2073||82.9||1780000
Lithuania|2074||83.0||1770000
Lithuania|2075||83.1||1760000
Lithuania|2076||83.2||1740000
Lithuania|2077||83.3||1730000
Lithuania|2078||83.5||1720000
Lithuania|2079||83.5||1710000
Lithuania|2080||83.7||1700000
Lithuania|2081||83.8||1690000
Lithuania|2082||83.9||1680000
Lithuania|2083||84.0||1670000
Lithuania|2084||84.1||1670000
Lithuania|2085||84.2||1660000
Lithuania|2086||84.3||1650000
Lithuania|2087||84.4||1640000
Lithuania|2088||84.5||1630000
Lithuania|2089||84.6||1620000
Lithuania|2090||84.7||1610000
Lithuania|2091||84.8||1600000
Lithuania|2092||84.9||1590000
Lithuania|2093||85.0||1590000
Lithuania|2094||85.1||1580000
Lithuania|2095||85.2||1570000
Lithuania|2096||85.3||1560000
Lithuania|2097||85.4||1550000
Lithuania|2098||85.5||1540000
Lithuania|2099||85.6||1530000
Lithuania|2100||85.7||1520000
Luxembourg|1800|1450|36.9||127000
Luxembourg|1801|1450|36.9||127000
Luxembourg|1802|1450|36.9||127000
Luxembourg|1803|1450|36.9||127000
Luxembourg|1804|1450|36.9||127000
Luxembourg|1805|1450|36.9||127000
Luxembourg|1806|1450|36.9||127000
Luxembourg|1807|1450|36.9||127000
Luxembourg|1808|1450|36.9||127000
Luxembourg|1809|1460|36.9||127000
Luxembourg|1810|1460|36.9||127000
Luxembourg|1811|1460|36.9||127000
Luxembourg|1812|1460|36.9||127000
Luxembourg|1813|1460|36.9||127000
Luxembourg|1814|1460|36.9||127000
Luxembourg|1815|1460|36.9||127000
Luxembourg|1816|1460|36.9||127000
Luxembourg|1817|1460|36.9||127000
Luxembourg|1818|1460|36.9||127000
Luxembourg|1819|1460|36.9||128000
Luxembourg|1820|1460|36.9||129000
Luxembourg|1821|1470|36.9||132000
Luxembourg|1822|1490|36.9||135000
Luxembourg|1823|1510|36.9||139000
Luxembourg|1824|1530|36.9||143000
Luxembourg|1825|1550|36.9||147000
Luxembourg|1826|1560|36.9||151000
Luxembourg|1827|1580|36.9||156000
Luxembourg|1828|1600|36.9||161000
Luxembourg|1829|1620|36.9||164000
Luxembourg|1830|1640|36.9||168000
Luxembourg|1831|1660|36.9||170000
Luxembourg|1832|1680|36.9||172000
Luxembourg|1833|1700|36.9||173000
Luxembourg|1834|1720|36.9||174000
Luxembourg|1835|1740|36.9||175000
Luxembourg|1836|1760|36.9||176000
Luxembourg|1837|1780|36.9||177000
Luxembourg|1838|1800|36.9||178000
Luxembourg|1839|1820|36.9||179000
Luxembourg|1840|1850|36.9||180000
Luxembourg|1841|1870|36.9||181000
Luxembourg|1842|1890|36.9||183000
Luxembourg|1843|1910|36.9||184000
Luxembourg|1844|1940|36.9||185000
Luxembourg|1845|1960|36.9||186000
Luxembourg|1846|1980|36.9||188000
Luxembourg|1847|2010|36.9||189000
Luxembourg|1848|2030|36.9||190000
Luxembourg|1849|2050|36.9||192000
Luxembourg|1850|2080|36.9||193000
Luxembourg|1851|2100|36.9||194000
Luxembourg|1852|2130|36.9||195000
Luxembourg|1853|2150|36.9||196000
Luxembourg|1854|2180|36.9||197000
Luxembourg|1855|2200|36.9||198000
Luxembourg|1856|2230|36.9||199000
Luxembourg|1857|2260|36.9||200000
Luxembourg|1858|2280|36.9||201000
Luxembourg|1859|2310|36.9||202000
Luxembourg|1860|2340|36.9||202000
Luxembourg|1861|2370|36.9||202000
Luxembourg|1862|2390|36.9||202000
Luxembourg|1863|2420|36.9||201000
Luxembourg|1864|2450|36.9||201000
Luxembourg|1865|2480|36.9||200000
Luxembourg|1866|2510|36.9||200000
Luxembourg|1867|2540|36.9||199000
Luxembourg|1868|2570|36.9||199000
Luxembourg|1869|2600|36.9||199000
Luxembourg|1870|2630|36.9||199000
Luxembourg|1871|2660|36.9||199000
Luxembourg|1872|2690|36.9||200000
Luxembourg|1873|2730|36.9||201000
Luxembourg|1874|2760|36.9||202000
Luxembourg|1875|2790|36.9||204000
Luxembourg|1876|2820|36.9||205000
Luxembourg|1877|2860|36.9||206000
Luxembourg|1878|2890|36.9||207000
Luxembourg|1879|2930|36.9||208000
Luxembourg|1880|2960|37.4||209000
Luxembourg|1881|3000|38.0||210000
Luxembourg|1882|3030|38.5||210000
Luxembourg|1883|3070|39.0||210000
Luxembourg|1884|3100|39.5||210000
Luxembourg|1885|3140|40.0||210000
Luxembourg|1886|3180|40.5||210000
Luxembourg|1887|3220|41.0||210000
Luxembourg|1888|3260|41.5||210000
Luxembourg|1889|3290|42.0||211000
Luxembourg|1890|3330|42.5||212000
Luxembourg|1891|3370|43.0||213000
Luxembourg|1892|3410|43.5||215000
Luxembourg|1893|3450|44.0||218000
Luxembourg|1894|3490|44.6||220000
Luxembourg|1895|3540|45.1||223000
Luxembourg|1896|3580|45.6||225000
Luxembourg|1897|3620|46.1||228000
Luxembourg|1898|3660|46.6||230000
Luxembourg|1899|3710|47.1||233000
Luxembourg|1900|3750|47.6||235000
Luxembourg|1901|3800|48.1||238000
Luxembourg|1902|3840|48.2||240000
Luxembourg|1903|3890|47.1||242000
Luxembourg|1904|3930|45.0||245000
Luxembourg|1905|3980|46.4||247000
Luxembourg|1906|4030|46.8||249000
Luxembourg|1907|4070|49.2||252000
Luxembourg|1908|4120|46.6||254000
Luxembourg|1909|4170|48.0||256000
Luxembourg|1910|4220|49.9||258000
Luxembourg|1911|4270|46.6||260000
Luxembourg|1912|4320|49.1||261000
Luxembourg|1913|4370|50.5||262000
Luxembourg|1914|4550|50.3||263000
Luxembourg|1915|4730|51.7||264000
Luxembourg|1916|4910|50.4||265000
Luxembourg|1917|5100|48.3||265000
Luxembourg|1918|5310|42.5||266000
Luxembourg|1919|5510|44.9||268000
Luxembourg|1920|5730|54.9||269000
Luxembourg|1921|5900|56.5||271000
Luxembourg|1922|6060|55.6||274000
Luxembourg|1923|6240|55.0||277000
Luxembourg|1924|6410|57.1||280000
Luxembourg|1925|6590|55.1||283000
Luxembourg|1926|6770|53.7||286000
Luxembourg|1927|6960|56.2||289000
Luxembourg|1928|7150|55.7||293000
Luxembourg|1929|7350|53.0||295000
Luxembourg|1930|7550|57.1||297000
Luxembourg|1931|7750|58.0||298000
Luxembourg|1932|7960|57.0||299000
Luxembourg|1933|8170|58.7||299000
Luxembourg|1934|8390|60.3||299000
Luxembourg|1935|8610|59.5||300000
Luxembourg|1936|8830|61.6||300000
Luxembourg|1937|9060|61.5||300000
Luxembourg|1938|9290|59.6||300000
Luxembourg|1939|9520|60.8||300000
Luxembourg|1940|9760|62.4||300000
Luxembourg|1941|10000|60.4||299000
Luxembourg|1942|10300|58.8||299000
Luxembourg|1943|10500|54.7||298000
Luxembourg|1944|10800|48.2||298000
Luxembourg|1945|11000|49.8||297000
Luxembourg|1946|11300|62.1||297000
Luxembourg|1947|11500|63.6||296000
Luxembourg|1948|11800|65.0||296000
Luxembourg|1949|12100|65.4||296000
Luxembourg|1950|12300|65.8||296000
Luxembourg|1951|11400|66.0||298000
Luxembourg|1952|12100|66.3||300000
Luxembourg|1953|12200|66.7||302000
Luxembourg|1954|12200|67.0||303000
Luxembourg|1955|12700|67.3||305000
Luxembourg|1956|13200|67.6||307000
Luxembourg|1957|13800|67.9||309000
Luxembourg|1958|13900|68.2||310000
Luxembourg|1959|14200|68.5||312000
Luxembourg|1960|14600|69.7||315000
Luxembourg|1961|15400|70.2||317000
Luxembourg|1962|15800|69.3||321000
Luxembourg|1963|16500|69.5||324000
Luxembourg|1964|18000|69.7||327000
Luxembourg|1965|18500|70.1||330000
Luxembourg|1966|19000|70.0||332000
Luxembourg|1967|19400|70.4||334000
Luxembourg|1968|20600|71.0||336000
Luxembourg|1969|22900|70.5||338000
Luxembourg|1970|23600|70.3||340000
Luxembourg|1971|24500|70.5||342000
Luxembourg|1972|26300|70.8||345000
Luxembourg|1973|28600|71.0||348000
Luxembourg|1974|30000|71.3||351000
Luxembourg|1975|28200|71.5||354000
Luxembourg|1976|29300|71.7||357000
Luxembourg|1977|30200|72.2||359000
Luxembourg|1978|31900|72.4||361000
Luxembourg|1979|33100|72.6||363000
Luxembourg|1980|33800|72.9||364000
Luxembourg|1981|34600|73.0||365000
Luxembourg|1982|34900|73.3||365000
Luxembourg|1983|36500|73.6||365000
Luxembourg|1984|39300|73.8||366000
Luxembourg|1985|41000|74.1||367000
Luxembourg|1986|44600|74.4||369000
Luxembourg|1987|45900|74.6||371000
Luxembourg|1988|50900|74.8||374000
Luxembourg|1989|56400|75.1||378000
Luxembourg|1990|57600|75.4|8.3|382000
Luxembourg|1991|61800|75.6|8.33|386000
Luxembourg|1992|62100|75.8|8.23|391000
Luxembourg|1993|63800|76.0|8.08|397000
Luxembourg|1994|65300|76.3|7.91|402000
Luxembourg|1995|65400|76.4|7.8|408000
Luxembourg|1996|65400|76.6|7.72|414000
Luxembourg|1997|68200|76.9|7.51|420000
Luxembourg|1998|71500|77.3|7.29|426000
Luxembourg|1999|76500|77.7|7.08|431000
Luxembourg|2000|81700|78.0|6.83|436000
Luxembourg|2001|82800|78.3|6.82|440000
Luxembourg|2002|85000|78.4|6.68|444000
Luxembourg|2003|85400|78.7|6.6|447000
Luxembourg|2004|87200|79.0|6.43|452000
Luxembourg|2005|88600|79.4|6.18|458000
Luxembourg|2006|91700|79.7|5.99|466000
Luxembourg|2007|97900|80.1|5.86|475000
Luxembourg|2008|94900|80.5|5.65|485000
Luxembourg|2009|89100|80.7|5.61|497000
Luxembourg|2010|91700|80.8|5.56|508000
Luxembourg|2011|92000|81.0|5.58|519000
Luxembourg|2012|89500|81.1|5.58|531000
Luxembourg|2013|90700|81.3|5.67|543000
Luxembourg|2014|92300|81.4|5.83|555000
Luxembourg|2015|93700|81.4|5.92|567000
Luxembourg|2016|93900|81.6|6.02|579000
Luxembourg|2017|93100|81.7||592000
Luxembourg|2018|93700|81.8||604000
Luxembourg|2019|94300|82.0||616000
Luxembourg|2020|95100|82.1||626000
Luxembourg|2021|95800|82.3||635000
Luxembourg|2022|96500|82.4||642000
Luxembourg|2023|97100|82.6||649000
Luxembourg|2024|97800|82.7||655000
Luxembourg|2025|98500|82.9||661000
Luxembourg|2026|99300|83.0||667000
Luxembourg|2027|100000|83.2||673000
Luxembourg|2028|102000|83.3||679000
Luxembourg|2029|103000|83.5||685000
Luxembourg|2030|105000|83.6||690000
Luxembourg|2031|107000|83.7||696000
Luxembourg|2032|109000|83.9||702000
Luxembourg|2033|111000|84.0||707000
Luxembourg|2034|114000|84.1||713000
Luxembourg|2035|116000|84.2||718000
Luxembourg|2036|118000|84.4||724000
Luxembourg|2037|121000|84.5||729000
Luxembourg|2038|123000|84.6||734000
Luxembourg|2039|126000|84.7||739000
Luxembourg|2040|128000|84.8||744000
Luxembourg|2041||85.0||749000
Luxembourg|2042||85.1||754000
Luxembourg|2043||85.2||759000
Luxembourg|2044||85.3||763000
Luxembourg|2045||85.4||768000
Luxembourg|2046||85.5||773000
Luxembourg|2047||85.7||777000
Luxembourg|2048||85.8||781000
Luxembourg|2049||85.9||786000
Luxembourg|2050||86.0||790000
Luxembourg|2051||86.1||794000
Luxembourg|2052||86.3||798000
Luxembourg|2053||86.4||802000
Luxembourg|2054||86.5||806000
Luxembourg|2055||86.6||810000
Luxembourg|2056||86.7||814000
Luxembourg|2057||86.8||817000
Luxembourg|2058||86.9||821000
Luxembourg|2059||87.0||825000
Luxembourg|2060||87.2||828000
Luxembourg|2061||87.3||832000
Luxembourg|2062||87.4||835000
Luxembourg|2063||87.5||839000
Luxembourg|2064||87.6||843000
Luxembourg|2065||87.7||846000
Luxembourg|2066||87.8||850000
Luxembourg|2067||88.0||853000
Luxembourg|2068||88.1||857000
Luxembourg|2069||88.2||861000
Luxembourg|2070||88.3||864000
Luxembourg|2071||88.4||868000
Luxembourg|2072||88.5||872000
Luxembourg|2073||88.6||875000
Luxembourg|2074||88.8||879000
Luxembourg|2075||88.9||883000
Luxembourg|2076||89.0||886000
Luxembourg|2077||89.1||890000
Luxembourg|2078||89.2||894000
Luxembourg|2079||89.3||897000
Luxembourg|2080||89.4||901000
Luxembourg|2081||89.5||905000
Luxembourg|2082||89.6||909000
Luxembourg|2083||89.7||912000
Luxembourg|2084||89.8||916000
Luxembourg|2085||90.0||920000
Luxembourg|2086||90.1||924000
Luxembourg|2087||90.2||928000
Luxembourg|2088||90.3||932000
Luxembourg|2089||90.4||936000
Luxembourg|2090||90.5||940000
Luxembourg|2091||90.6||945000
Luxembourg|2092||90.7||949000
Luxembourg|2093||90.8||953000
Luxembourg|2094||91.0||958000
Luxembourg|2095||91.1||962000
Luxembourg|2096||91.2||967000
Luxembourg|2097||91.3||971000
Luxembourg|2098||91.4||976000
Luxembourg|2099||91.5||980000
Luxembourg|2100||91.6||985000
Madagascar|1800|573|30.5||1500000
Madagascar|1801|573|30.5||1510000
Madagascar|1802|573|30.5||1520000
Madagascar|1803|573|30.5||1530000
Madagascar|1804|573|30.5||1530000
Madagascar|1805|573|30.5||1540000
Madagascar|1806|573|30.5||1550000
Madagascar|1807|573|30.5||1560000
Madagascar|1808|573|30.5||1570000
Madagascar|1809|574|30.5||1580000
Madagascar|1810|574|30.5||1590000
Madagascar|1811|574|30.5||1600000
Madagascar|1812|574|30.5||1610000
Madagascar|1813|574|30.5||1620000
Madagascar|1814|574|30.5||1630000
Madagascar|1815|574|30.5||1640000
Madagascar|1816|574|30.5||1640000
Madagascar|1817|574|30.5||1650000
Madagascar|1818|574|30.5||1660000
Madagascar|1819|574|30.5||1680000
Madagascar|1820|574|30.5||1690000
Madagascar|1821|577|30.5||1710000
Madagascar|1822|580|30.5||1730000
Madagascar|1823|583|30.5||1760000
Madagascar|1824|586|30.5||1790000
Madagascar|1825|589|30.5||1810000
Madagascar|1826|591|30.5||1840000
Madagascar|1827|594|30.5||1870000
Madagascar|1828|597|30.5||1900000
Madagascar|1829|600|30.5||1920000
Madagascar|1830|603|30.5||1950000
Madagascar|1831|606|30.5||1980000
Madagascar|1832|609|30.5||2010000
Madagascar|1833|612|30.5||2040000
Madagascar|1834|615|30.5||2070000
Madagascar|1835|618|30.5||2100000
Madagascar|1836|621|30.5||2140000
Madagascar|1837|624|30.5||2170000
Madagascar|1838|627|30.5||2200000
Madagascar|1839|630|30.5||2230000
Madagascar|1840|633|30.5||2270000
Madagascar|1841|636|30.5||2300000
Madagascar|1842|639|30.5||2340000
Madagascar|1843|642|30.5||2370000
Madagascar|1844|645|30.5||2410000
Madagascar|1845|648|30.5||2440000
Madagascar|1846|651|30.5||2480000
Madagascar|1847|654|30.5||2520000
Madagascar|1848|658|30.5||2550000
Madagascar|1849|661|30.5||2590000
Madagascar|1850|664|30.5||2610000
Madagascar|1851|667|30.5||2630000
Madagascar|1852|670|30.5||2640000
Madagascar|1853|674|30.5||2650000
Madagascar|1854|677|30.5||2660000
Madagascar|1855|680|30.5||2660000
Madagascar|1856|683|30.5||2670000
Madagascar|1857|687|30.5||2680000
Madagascar|1858|690|30.5||2680000
Madagascar|1859|693|30.5||2690000
Madagascar|1860|697|30.5||2700000
Madagascar|1861|700|30.5||2700000
Madagascar|1862|704|30.5||2710000
Madagascar|1863|707|30.5||2710000
Madagascar|1864|710|30.5||2720000
Madagascar|1865|714|30.5||2730000
Madagascar|1866|717|30.5||2730000
Madagascar|1867|721|30.5||2740000
Madagascar|1868|724|30.5||2750000
Madagascar|1869|728|30.5||2750000
Madagascar|1870|731|30.5||2760000
Madagascar|1871|735|30.5||2770000
Madagascar|1872|738|30.6||2780000
Madagascar|1873|742|30.6||2790000
Madagascar|1874|746|30.7||2800000
Madagascar|1875|749|30.7||2810000
Madagascar|1876|753|30.7||2820000
Madagascar|1877|756|30.8||2830000
Madagascar|1878|760|30.8||2840000
Madagascar|1879|764|30.9||2850000
Madagascar|1880|767|30.9||2860000
Madagascar|1881|771|30.9||2870000
Madagascar|1882|775|31.0||2880000
Madagascar|1883|779|31.0||2890000
Madagascar|1884|782|31.1||2900000
Madagascar|1885|786|31.1||2910000
Madagascar|1886|790|31.1||2910000
Madagascar|1887|794|31.2||2920000
Madagascar|1888|798|31.2||2930000
Madagascar|1889|801|31.3||2940000
Madagascar|1890|805|31.3||2940000
Madagascar|1891|809|31.3||2930000
Madagascar|1892|813|31.4||2910000
Madagascar|1893|817|31.4||2890000
Madagascar|1894|821|31.5||2870000
Madagascar|1895|825|31.5||2840000
Madagascar|1896|829|31.5||2820000
Madagascar|1897|833|31.6||2800000
Madagascar|1898|837|31.6||2780000
Madagascar|1899|841|31.7||2760000
Madagascar|1900|845|31.7||2740000
Madagascar|1901|849|31.7||2730000
Madagascar|1902|853|31.8||2710000
Madagascar|1903|858|31.8||2700000
Madagascar|1904|862|31.9||2690000
Madagascar|1905|866|31.9||2680000
Madagascar|1906|870|31.9||2660000
Madagascar|1907|874|32.0||2650000
Madagascar|1908|878|32.0||2640000
Madagascar|1909|883|32.1||2630000
Madagascar|1910|887|32.1||2620000
Madagascar|1911|891|32.1||2610000
Madagascar|1912|896|32.2||2600000
Madagascar|1913|900|32.2||2590000
Madagascar|1914|918|32.3||2590000
Madagascar|1915|936|32.3||2580000
Madagascar|1916|955|32.3||2570000
Madagascar|1917|974|32.4||2570000
Madagascar|1918|993|13.5||2560000
Madagascar|1919|1010|32.5||2570000
Madagascar|1920|1030|32.5||2580000
Madagascar|1921|1060|32.5||2600000
Madagascar|1922|1080|32.6||2630000
Madagascar|1923|1100|32.6||2670000
Madagascar|1924|1120|32.6||2710000
Madagascar|1925|1150|32.7||2750000
Madagascar|1926|1170|32.7||2790000
Madagascar|1927|1190|32.8||2830000
Madagascar|1928|1220|32.8||2870000
Madagascar|1929|1240|32.9||2920000
Madagascar|1930|1270|32.9||2960000
Madagascar|1931|1300|32.9||3000000
Madagascar|1932|1320|33.0||3050000
Madagascar|1933|1350|33.0||3090000
Madagascar|1934|1380|33.0||3130000
Madagascar|1935|1410|33.1||3170000
Madagascar|1936|1430|33.1||3220000
Madagascar|1937|1460|33.2||3260000
Madagascar|1938|1490|33.2||3310000
Madagascar|1939|1530|33.3||3360000
Madagascar|1940|1560|33.3||3410000
Madagascar|1941|1590|33.3||3470000
Madagascar|1942|1620|33.4||3530000
Madagascar|1943|1660|33.4||3590000
Madagascar|1944|1690|33.5||3660000
Madagascar|1945|1730|33.5||3720000
Madagascar|1946|1770|34.6||3790000
Madagascar|1947|1800|35.7||3860000
Madagascar|1948|1840|36.8||3930000
Madagascar|1949|1880|37.9||4000000
Madagascar|1950|1920|39.0||4080000
Madagascar|1951|1960|39.4||4170000
Madagascar|1952|2000|40.0||4260000
Madagascar|1953|2040|40.5||4350000
Madagascar|1954|2090|41.1||4440000
Madagascar|1955|2130|41.7||4540000
Madagascar|1956|2170|42.3||4650000
Madagascar|1957|2210|42.9||4750000
Madagascar|1958|2250|43.5||4860000
Madagascar|1959|2290|44.1||4980000
Madagascar|1960|2270|44.7||5100000
Madagascar|1961|2280|45.3||5220000
Madagascar|1962|2290|45.9||5350000
Madagascar|1963|2220|46.4||5490000
Madagascar|1964|2270|47.0||5630000
Madagascar|1965|2210|47.6||5770000
Madagascar|1966|2210|48.2||5920000
Madagascar|1967|2290|48.8||6070000
Madagascar|1968|2390|49.4||6230000
Madagascar|1969|2430|50.0||6400000
Madagascar|1970|2500|50.6||6580000
Madagascar|1971|2550|51.0||6760000
Madagascar|1972|2460|51.7||6950000
Madagascar|1973|2340|52.3||7140000
Madagascar|1974|2340|52.7||7350000
Madagascar|1975|2310|53.0||7560000
Madagascar|1976|2190|53.2||7770000
Madagascar|1977|2180|53.7||8000000
Madagascar|1978|2070|54.1||8230000
Madagascar|1979|2220|54.5||8470000
Madagascar|1980|2180|54.7||8720000
Madagascar|1981|1940|54.6||8970000
Madagascar|1982|1850|54.2||9230000
Madagascar|1983|1810|54.1||9500000
Madagascar|1984|1700|54.0||9780000
Madagascar|1985|1690|54.0||10100000
Madagascar|1986|1650|53.8||10400000
Madagascar|1987|1640|54.0||10600000
Madagascar|1988|1620|54.4||11000000
Madagascar|1989|1640|55.0||11300000
Madagascar|1990|1650|55.4|127.0|11600000
Madagascar|1991|1500|55.7|127.0|11900000
Madagascar|1992|1480|56.0|131.0|12300000
Madagascar|1993|1460|55.9|142.0|12700000
Madagascar|1994|1420|56.7|140.0|13100000
Madagascar|1995|1400|57.1|153.0|13500000
Madagascar|1996|1390|57.4|172.0|13900000
Madagascar|1997|1390|57.7|204.0|14300000
Madagascar|1998|1400|58.0|263.0|14800000
Madagascar|1999|1420|58.6|338.0|15300000
Madagascar|2000|1440|58.9|461.0|15800000
Madagascar|2001|1480|59.6|422.0|16300000
Madagascar|2002|1260|59.8|416.0|16800000
Madagascar|2003|1340|60.0|415.0|17300000
Madagascar|2004|1370|60.2|410.0|17800000
Madagascar|2005|1390|60.7|409.0|18300000
Madagascar|2006|1420|61.1|408.0|18900000
Madagascar|2007|1460|61.4|408.0|19400000
Madagascar|2008|1520|61.5|417.0|20000000
Madagascar|2009|1420|61.5|430.0|20600000
Madagascar|2010|1390|61.7|443.0|21200000
Madagascar|2011|1370|61.9|453.0|21700000
Madagascar|2012|1370|62.1|462.0|22300000
Madagascar|2013|1360|62.4|472.0|23000000
Madagascar|2014|1370|62.6|486.0|23600000
Madagascar|2015|1380|63.0|499.0|24200000
Madagascar|2016|1400|63.2|511.0|24900000
Madagascar|2017|1420|63.5||25600000
Madagascar|2018|1450|63.9||26300000
Madagascar|2019|1490|64.2||27000000
Madagascar|2020|1520|64.5||27700000
Madagascar|2021|1560|64.9||28400000
Madagascar|2022|1590|65.2||29200000
Madagascar|2023|1630|65.5||29900000
Madagascar|2024|1660|65.8||30700000
Madagascar|2025|1700|66.1||31500000
Madagascar|2026|1730|66.4||32300000
Madagascar|2027|1770|66.6||33100000
Madagascar|2028|1800|66.9||33900000
Madagascar|2029|1840|67.1||34800000
Madagascar|2030|1880|67.4||35600000
Madagascar|2031|1920|67.6||36500000
Madagascar|2032|1960|67.8||37300000
Madagascar|2033|2000|68.1||38200000
Madagascar|2034|2040|68.3||39100000
Madagascar|2035|2080|68.5||39900000
Madagascar|2036|2120|68.7||40800000
Madagascar|2037|2160|68.9||41700000
Madagascar|2038|2210|69.1||42600000
Madagascar|2039|2250|69.3||43600000
Madagascar|2040|2300|69.5||44500000
Madagascar|2041||69.7||45400000
Madagascar|2042||69.9||46300000
Madagascar|2043||70.0||47300000
Madagascar|2044||70.2||48200000
Madagascar|2045||70.4||49200000
Madagascar|2046||70.6||50100000
Madagascar|2047||70.7||51100000
Madagascar|2048||70.9||52100000
Madagascar|2049||71.1||53100000
Madagascar|2050||71.2||54000000
Madagascar|2051||71.4||55000000
Madagascar|2052||71.5||56000000
Madagascar|2053||71.7||57000000
Madagascar|2054||71.9||58000000
Madagascar|2055||72.0||59000000
Madagascar|2056||72.2||60000000
Madagascar|2057||72.3||61000000
Madagascar|2058||72.5||62000000
Madagascar|2059||72.6||63100000
Madagascar|2060||72.8||64100000
Madagascar|2061||73.0||65100000
Madagascar|2062||73.1||66100000
